frame,sim_time,fwd_cmd,turn_cmd,left_valve_mA,right_valve_mA,left_valve_pos,right_valve_pos,left_flow,right_flow,left_rpm,right_rpm,left_vel,right_vel,heading,pid_out,pid_error,pid_p,pid_i,pid_d,left_eff
260,5.264,1000.0,0.0,1000.0,930.3,0.9500,0.8803,10.609,10.866,97.6,100.0,2.555,2.617,-4.265,69.723,0.062,62.376,7.393,-0.046,0.950
261,5.280,1000.0,0.0,1000.0,930.3,0.9500,0.8803,10.609,10.866,97.6,100.0,2.555,2.617,-4.293,69.735,0.062,62.339,7.443,-0.047,0.950
262,5.296,1000.0,0.0,1000.0,930.3,0.9500,0.8803,10.609,10.865,97.6,100.0,2.555,2.617,-4.322,69.748,0.062,62.301,7.493,-0.047,0.950
263,5.312,1000.0,0.0,1000.0,930.2,0.9500,0.8803,10.609,10.865,97.6,100.0,2.555,2.617,-4.350,69.761,0.062,62.264,7.543,-0.046,0.950
264,5.328,1000.0,0.0,1000.0,930.2,0.9500,0.8803,10.609,10.865,97.6,100.0,2.555,2.617,-4.379,69.773,0.062,62.227,7.593,-0.046,0.950
265,5.344,1000.0,0.0,1000.0,930.2,0.9500,0.8803,10.609,10.865,97.6,100.0,2.555,2.617,-4.407,69.785,0.062,62.189,7.642,-0.047,0.950
266,5.360,1000.0,0.0,1000.0,930.2,0.9500,0.8803,10.609,10.865,97.6,100.0,2.555,2.617,-4.436,69.797,0.062,62.152,7.692,-0.047,0.950
267,5.376,1000.0,0.0,1000.0,930.2,0.9500,0.8803,10.609,10.865,97.6,100.0,2.555,2.617,-4.464,69.810,0.062,62.114,7.742,-0.047,0.950
268,5.392,1000.0,0.0,1000.0,930.2,0.9500,0.8802,10.609,10.865,97.6,100.0,2.555,2.617,-4.493,69.822,0.062,62.077,7.792,-0.046,0.950
269,5.408,1000.0,0.0,1000.0,930.2,0.9500,0.8802,10.609,10.864,97.6,100.0,2.555,2.617,-4.521,69.835,0.062,62.040,7.841,-0.046,0.950
270,5.424,1000.0,0.0,1000.0,930.2,0.9500,0.8802,10.609,10.864,97.6,100.0,2.555,2.617,-4.549,69.848,0.062,62.003,7.891,-0.046,0.950
271,5.440,1000.0,0.0,1000.0,930.1,0.9500,0.8802,10.609,10.864,97.6,100.0,2.555,2.617,-4.578,69.860,0.062,61.966,7.940,-0.046,0.950
272,5.456,1000.0,0.0,1000.0,930.1,0.9500,0.8802,10.609,10.864,97.6,100.0,2.555,2.617,-4.606,69.872,0.062,61.929,7.990,-0.046,0.950
273,5.472,1000.0,0.0,1000.0,930.1,0.9500,0.8802,10.609,10.864,97.6,100.0,2.555,2.617,-4.635,69.884,0.062,61.891,8.039,-0.047,0.950
274,5.488,1000.0,0.0,1000.0,930.1,0.9500,0.8802,10.609,10.864,97.6,100.0,2.555,2.617,-4.663,69.897,0.062,61.854,8.089,-0.046,0.950
275,5.504,1000.0,0.0,1000.0,930.1,0.9500,0.8802,10.609,10.863,97.6,100.0,2.555,2.617,-4.691,69.909,0.062,61.817,8.138,-0.046,0.950
276,5.520,1000.0,0.0,1000.0,930.1,0.9500,0.8801,10.609,10.863,97.6,100.0,2.555,2.617,-4.720,69.921,0.062,61.780,8.188,-0.047,0.950
277,5.536,1000.0,0.0,1000.0,930.1,0.9500,0.8801,10.609,10.863,97.6,100.0,2.555,2.617,-4.748,69.933,0.062,61.743,8.237,-0.046,0.950
278,5.552,1000.0,0.0,1000.0,930.1,0.9500,0.8801,10.609,10.863,97.6,100.0,2.555,2.617,-4.776,69.946,0.062,61.706,8.286,-0.046,0.950
279,5.568,1000.0,0.0,1000.0,930.0,0.9500,0.8801,10.609,10.863,97.6,100.0,2.555,2.617,-4.804,69.958,0.062,61.669,8.336,-0.046,0.950
280,5.584,1000.0,0.0,1000.0,930.0,0.9500,0.8801,10.609,10.863,97.6,100.0,2.555,2.617,-4.833,69.970,0.062,61.631,8.385,-0.046,0.950
281,5.600,1000.0,0.0,1000.0,930.0,0.9500,0.8801,10.609,10.863,97.6,100.0,2.555,2.617,-4.861,69.983,0.062,61.594,8.434,-0.046,0.950
282,5.616,1000.0,0.0,1000.0,930.0,0.9500,0.8801,10.609,10.862,97.6,100.0,2.555,2.617,-4.889,69.995,0.062,61.558,8.484,-0.046,0.950
283,5.632,1000.0,0.0,1000.0,930.0,0.9500,0.8801,10.609,10.862,97.6,99.9,2.555,2.617,-4.917,70.007,0.062,61.521,8.533,-0.046,0.950
284,5.648,1000.0,0.0,1000.0,930.0,0.9500,0.8800,10.609,10.862,97.6,99.9,2.555,2.616,-4.945,70.020,0.061,61.484,8.582,-0.046,0.950
285,5.664,1000.0,0.0,1000.0,930.0,0.9500,0.8800,10.609,10.862,97.6,99.9,2.555,2.616,-4.973,70.032,0.061,61.447,8.631,-0.046,0.950
286,5.680,1000.0,0.0,1000.0,930.0,0.9500,0.8800,10.609,10.862,97.6,99.9,2.555,2.616,-5.002,70.044,0.061,61.410,8.680,-0.046,0.950
287,5.696,1000.0,0.0,1000.0,929.9,0.9500,0.8800,10.609,10.862,97.6,99.9,2.555,2.616,-5.030,70.056,0.061,61.373,8.729,-0.046,0.950
288,5.712,1000.0,0.0,1000.0,929.9,0.9500,0.8800,10.609,10.862,97.6,99.9,2.555,2.616,-5.058,70.068,0.061,61.336,8.779,-0.046,0.950
289,5.728,1000.0,0.0,1000.0,929.9,0.9500,0.8800,10.609,10.861,97.6,99.9,2.555,2.616,-5.086,70.081,0.061,61.299,8.828,-0.046,0.950
290,5.744,1000.0,0.0,1000.0,929.9,0.9500,0.8800,10.609,10.861,97.6,99.9,2.555,2.616,-5.114,70.093,0.061,61.263,8.877,-0.046,0.950
291,5.760,1000.0,0.0,1000.0,929.9,0.9500,0.8800,10.609,10.861,97.6,99.9,2.555,2.616,-5.142,70.106,0.061,61.226,8.926,-0.046,0.950
292,5.776,1000.0,0.0,1000.0,929.9,0.9500,0.8799,10.609,10.861,97.6,99.9,2.555,2.616,-5.170,70.117,0.061,61.189,8.974,-0.046,0.950
293,5.792,1000.0,0.0,1000.0,929.9,0.9500,0.8799,10.609,10.861,97.6,99.9,2.555,2.616,-5.198,70.130,0.061,61.152,9.023,-0.046,0.950
294,5.808,1000.0,0.0,1000.0,929.9,0.9500,0.8799,10.609,10.861,97.6,99.9,2.555,2.616,-5.226,70.143,0.061,61.116,9.072,-0.046,0.950
295,5.824,1000.0,0.0,1000.0,929.8,0.9500,0.8799,10.609,10.860,97.6,99.9,2.555,2.616,-5.254,70.155,0.061,61.079,9.121,-0.046,0.950
296,5.840,1000.0,0.0,1000.0,929.8,0.9500,0.8799,10.609,10.860,97.6,99.9,2.555,2.616,-5.282,70.166,0.061,61.042,9.170,-0.046,0.950
297,5.856,1000.0,0.0,1000.0,929.8,0.9500,0.8799,10.609,10.860,97.6,99.9,2.555,2.616,-5.310,70.179,0.061,61.006,9.219,-0.046,0.950
298,5.872,1000.0,0.0,1000.0,929.8,0.9500,0.8799,10.609,10.860,97.6,99.9,2.555,2.616,-5.338,70.190,0.061,60.969,9.268,-0.046,0.950
299,5.888,1000.0,0.0,1000.0,929.8,0.9500,0.8799,10.609,10.860,97.6,99.9,2.555,2.616,-5.366,70.203,0.061,60.932,9.316,-0.046,0.950
300,5.904,1000.0,0.0,1000.0,929.8,0.9500,0.8798,10.609,10.860,97.6,99.9,2.555,2.616,-5.394,70.216,0.061,60.896,9.365,-0.045,0.950
301,5.920,1000.0,0.0,1000.0,929.8,0.9500,0.8798,10.609,10.860,97.6,99.9,2.555,2.616,-5.422,70.227,0.061,60.859,9.414,-0.046,0.950
302,5.936,1000.0,0.0,1000.0,929.8,0.9500,0.8798,10.609,10.859,97.6,99.9,2.555,2.616,-5.450,70.239,0.061,60.822,9.463,-0.046,0.950
303,5.952,1000.0,0.0,1000.0,929.7,0.9500,0.8798,10.609,10.859,97.6,99.9,2.555,2.616,-5.477,70.253,0.061,60.786,9.511,-0.045,0.950
304,5.968,1000.0,0.0,1000.0,929.7,0.9500,0.8798,10.609,10.859,97.6,99.9,2.555,2.616,-5.505,70.264,0.061,60.750,9.560,-0.046,0.950
305,5.984,1000.0,0.0,1000.0,929.7,0.9500,0.8798,10.609,10.859,97.6,99.9,2.555,2.616,-5.533,70.276,0.061,60.713,9.608,-0.046,0.950
306,6.000,1000.0,0.0,1000.0,929.7,0.9500,0.8798,10.609,10.859,97.6,99.9,2.555,2.616,-5.561,70.288,0.061,60.677,9.657,-0.046,0.950
307,6.016,1000.0,0.0,1000.0,929.7,0.9500,0.8798,10.609,10.859,97.6,99.9,2.555,2.616,-5.589,70.301,0.061,60.640,9.706,-0.045,0.950
308,6.032,1000.0,0.0,1000.0,929.7,0.9500,0.8797,10.609,10.858,97.6,99.9,2.555,2.616,-5.616,70.312,0.061,60.604,9.754,-0.046,0.950
309,6.048,1000.0,0.0,1000.0,929.7,0.9500,0.8797,10.609,10.858,97.6,99.9,2.555,2.616,-5.644,70.324,0.061,60.567,9.802,-0.046,0.950
310,6.064,1000.0,0.0,1000.0,929.7,0.9500,0.8797,10.609,10.858,97.6,99.9,2.555,2.616,-5.672,70.337,0.061,60.531,9.851,-0.045,0.950
311,6.080,1000.0,0.0,1000.0,929.7,0.9500,0.8797,10.609,10.858,97.6,99.9,2.555,2.616,-5.700,70.348,0.060,60.495,9.899,-0.046,0.950
312,6.096,1000.0,0.0,1000.0,929.6,0.9500,0.8797,10.609,10.858,97.6,99.9,2.555,2.615,-5.727,70.360,0.060,60.458,9.948,-0.046,0.950
313,6.112,1000.0,0.0,1000.0,929.6,0.9500,0.8797,10.609,10.858,97.6,99.9,2.555,2.615,-5.755,70.373,0.060,60.422,9.996,-0.045,0.950
314,6.128,1000.0,0.0,1000.0,929.6,0.9500,0.8797,10.609,10.858,97.6,99.9,2.555,2.615,-5.782,70.385,0.060,60.386,10.044,-0.045,0.950
315,6.144,1000.0,0.0,1000.0,929.6,0.9500,0.8797,10.609,10.857,97.6,99.9,2.555,2.615,-5.810,70.397,0.060,60.350,10.092,-0.045,0.950
316,6.160,1000.0,0.0,1000.0,929.6,0.9500,0.8797,10.609,10.857,97.6,99.9,2.555,2.615,-5.838,70.410,0.060,60.314,10.141,-0.045,0.950
317,6.176,1000.0,0.0,1000.0,929.6,0.9500,0.8796,10.609,10.857,97.6,99.9,2.555,2.615,-5.865,70.421,0.060,60.277,10.189,-0.046,0.950
318,6.192,1000.0,0.0,1000.0,929.6,0.9500,0.8796,10.609,10.857,97.6,99.9,2.555,2.615,-5.893,70.434,0.060,60.241,10.237,-0.045,0.950
319,6.208,1000.0,0.0,1000.0,929.6,0.9500,0.8796,10.609,10.857,97.6,99.9,2.555,2.615,-5.921,70.445,0.060,60.205,10.285,-0.046,0.950
320,6.224,1000.0,0.0,1000.0,929.5,0.9500,0.8796,10.609,10.857,97.6,99.9,2.555,2.615,-5.948,70.458,0.060,60.169,10.334,-0.045,0.950
321,6.240,1000.0,0.0,1000.0,929.5,0.9500,0.8796,10.609,10.857,97.6,99.9,2.555,2.615,-5.976,70.469,0.060,60.133,10.382,-0.045,0.950
322,6.256,1000.0,0.0,1000.0,929.5,0.9500,0.8796,10.609,10.856,97.6,99.9,2.555,2.615,-6.003,70.481,0.060,60.097,10.430,-0.045,0.950
323,6.272,1000.0,0.0,1000.0,929.5,0.9500,0.8796,10.609,10.856,97.6,99.9,2.555,2.615,-6.031,70.494,0.060,60.061,10.478,-0.045,0.950
324,6.288,1000.0,0.0,1000.0,929.5,0.9500,0.8796,10.609,10.856,97.6,99.9,2.555,2.615,-6.058,70.505,0.060,60.024,10.526,-0.046,0.950
325,6.304,1000.0,0.0,1000.0,929.5,0.9500,0.8795,10.609,10.856,97.6,99.9,2.555,2.615,-6.086,70.518,0.060,59.989,10.574,-0.044,0.950
326,6.320,988.9,0.0,1000.0,918.4,0.9500,0.8777,10.609,10.832,97.6,99.9,2.555,2.615,-6.113,70.530,0.060,59.953,10.622,-0.045,0.950
327,6.336,977.8,0.0,1000.0,908.2,0.9500,0.8744,10.609,10.792,97.6,99.8,2.555,2.613,-6.140,69.601,0.060,59.501,10.669,-0.569,0.950
328,6.352,977.8,0.0,1000.0,910.1,0.9500,0.8721,10.609,10.762,97.6,99.8,2.555,2.612,-6.166,67.660,0.058,58.365,10.716,-1.420,0.950
329,6.368,977.8,0.0,1000.0,912.2,0.9500,0.8704,10.609,10.742,97.6,99.7,2.555,2.610,-6.191,65.543,0.057,56.772,10.761,-1.990,0.950
330,6.384,977.8,0.0,1000.0,914.3,0.9500,0.8694,10.609,10.729,97.6,99.6,2.555,2.608,-6.215,63.454,0.055,54.934,10.805,-2.285,0.950
331,6.400,966.7,0.0,1000.0,905.2,0.9500,0.8670,10.609,10.699,97.6,99.5,2.555,2.606,-6.239,61.417,0.053,52.994,10.848,-2.425,0.950
332,6.416,966.7,0.0,1000.0,908.0,0.9500,0.8655,10.609,10.681,97.6,99.4,2.555,2.603,-6.261,58.684,0.051,50.684,10.888,-2.888,0.950
333,6.432,944.4,0.0,1000.0,888.4,0.9500,0.8610,10.609,10.624,97.6,99.3,2.555,2.600,-6.281,56.042,0.048,48.210,10.927,-3.095,0.950
334,6.448,944.4,0.0,996.2,892.7,0.9494,0.8580,10.602,10.586,97.6,99.2,2.555,2.596,-6.300,51.752,0.045,44.911,10.963,-4.122,0.950
335,6.464,922.2,0.0,970.0,874.4,0.9445,0.8524,10.546,10.516,97.6,99.0,2.554,2.592,-6.317,47.788,0.041,41.303,10.996,-4.511,0.950
336,6.480,900.0,0.0,944.2,855.8,0.9361,0.8446,10.451,10.419,97.5,98.8,2.551,2.585,-6.333,44.248,0.038,37.709,11.026,-4.488,0.950
337,6.496,877.8,0.0,919.0,836.6,0.9249,0.8349,10.324,10.298,97.3,98.5,2.546,2.578,-6.348,41.176,0.034,34.340,11.053,-4.218,0.950
338,6.512,844.4,0.0,883.1,805.8,0.9096,0.8217,10.150,10.133,97.0,98.1,2.539,2.567,-6.361,38.659,0.031,31.335,11.079,-3.755,0.950
339,6.528,822.2,0.0,858.7,785.7,0.8928,0.8074,9.960,9.953,96.6,97.6,2.528,2.555,-6.373,36.510,0.029,28.700,11.102,-3.291,0.950
340,6.544,811.1,0.0,845.9,776.3,0.8767,0.7939,9.777,9.785,96.1,97.0,2.516,2.540,-6.384,34.778,0.026,26.459,11.123,-2.804,0.950
341,6.560,811.1,0.0,844.6,777.6,0.8630,0.7829,9.623,9.648,95.5,96.4,2.501,2.524,-6.395,33.490,0.025,24.637,11.142,-2.289,0.950
342,6.576,811.1,0.0,843.8,778.4,0.8514,0.7738,9.493,9.534,94.9,95.8,2.485,2.507,-6.405,32.698,0.023,23.253,11.161,-1.717,0.950
343,6.592,800.0,0.0,832.2,767.8,0.8400,0.7645,9.364,9.419,94.3,95.1,2.468,2.490,-6.415,32.206,0.022,22.268,11.179,-1.241,0.950
344,6.608,800.0,0.0,832.0,768.0,0.8303,0.7567,9.255,9.323,93.6,94.4,2.450,2.471,-6.425,31.999,0.022,21.615,11.196,-0.812,0.950
345,6.624,777.8,0.0,809.7,745.8,0.8185,0.7466,9.123,9.197,92.9,93.7,2.431,2.452,-6.434,31.956,0.021,21.227,11.213,-0.484,0.950
346,6.640,744.4,0.0,776.3,712.5,0.8031,0.7326,8.950,9.023,92.1,92.9,2.411,2.432,-6.444,31.901,0.021,20.980,11.230,-0.309,0.950
347,6.656,711.1,0.0,742.8,679.5,0.7847,0.7154,8.742,8.808,91.2,92.0,2.388,2.409,-6.453,31.659,0.021,20.728,11.246,-0.316,0.950
348,6.672,700.0,0.0,731.2,668.8,0.7675,0.6993,8.548,8.608,90.3,91.1,2.364,2.384,-6.462,31.190,0.020,20.372,11.263,-0.444,0.950
349,6.688,677.8,0.0,708.4,647.1,0.7493,0.6822,8.343,8.396,89.3,90.0,2.338,2.357,-6.471,30.670,0.020,19.936,11.279,-0.545,0.950
350,6.704,666.7,0.0,696.7,636.6,0.7322,0.6663,8.151,8.198,88.2,89.0,2.310,2.329,-6.480,30.025,0.019,19.401,11.294,-0.670,0.950
351,6.720,644.4,0.0,673.8,615.1,0.7141,0.6494,7.948,7.988,87.1,87.8,2.281,2.299,-6.488,29.365,0.019,18.803,11.309,-0.747,0.950
352,6.736,622.2,0.0,650.8,593.6,0.6953,0.6318,7.736,7.769,85.9,86.6,2.250,2.267,-6.496,28.615,0.018,18.131,11.324,-0.839,0.950
353,6.752,588.9,0.0,616.7,561.1,0.6738,0.6117,7.495,7.519,84.7,85.3,2.217,2.233,-6.504,27.793,0.017,17.386,11.338,-0.931,0.950
354,6.768,544.4,0.0,571.3,517.6,0.6484,0.5877,7.208,7.220,83.3,83.9,2.181,2.197,-6.511,26.817,0.017,16.533,11.351,-1.067,0.950
355,6.784,500.0,0.0,525.6,474.4,0.6196,0.5605,6.884,6.881,81.8,82.4,2.142,2.157,-6.517,25.619,0.016,15.521,11.363,-1.265,0.950
356,6.800,455.6,0.0,479.8,431.4,0.5880,0.5306,6.527,6.509,80.2,80.7,2.100,2.113,-6.523,24.199,0.014,14.323,11.375,-1.498,0.950
357,6.816,444.4,0.0,467.0,421.8,0.5595,0.5042,6.207,6.180,78.5,79.0,2.055,2.067,-6.528,22.601,0.013,12.942,11.385,-1.726,0.950
358,6.832,422.2,0.0,443.3,401.1,0.5318,0.4787,5.896,5.864,76.7,77.1,2.008,2.018,-6.533,21.115,0.012,11.511,11.394,-1.790,0.950
359,6.848,411.1,0.0,430.8,391.4,0.5066,0.4558,5.614,5.580,74.9,75.2,1.960,1.968,-6.537,19.709,0.010,10.087,11.402,-1.780,0.950
360,6.864,400.0,0.0,418.5,381.5,0.4836,0.4350,5.356,5.324,73.0,73.2,1.910,1.917,-6.541,18.481,0.009,8.745,11.409,-1.674,0.950
361,6.880,377.8,0.0,395.2,360.3,0.4605,0.4142,5.097,5.067,71.0,71.3,1.859,1.866,-6.544,17.429,0.008,7.531,11.415,-1.517,0.950
362,6.896,355.6,0.0,372.0,339.1,0.4375,0.3934,4.839,4.809,69.1,69.3,1.808,1.813,-6.546,16.468,0.006,6.428,11.421,-1.381,0.950
363,6.912,322.2,0.0,337.8,306.6,0.4125,0.3706,4.560,4.527,67.1,67.2,1.756,1.760,-6.548,15.574,0.005,5.416,11.425,-1.266,0.950
364,6.928,300.0,0.0,314.6,285.4,0.3879,0.3481,4.284,4.248,65.0,65.1,1.702,1.705,-6.550,14.621,0.004,4.427,11.428,-1.235,0.950
365,6.944,288.9,0.0,302.6,275.2,0.3654,0.3277,4.033,3.997,63.0,63.1,1.648,1.651,-6.551,13.674,0.003,3.459,11.431,-1.217,0.950
366,6.960,288.9,0.0,301.7,276.0,0.3464,0.3107,3.821,3.787,60.9,60.9,1.594,1.596,-6.552,12.860,0.003,2.553,11.433,-1.126,0.950
367,6.976,277.8,0.0,290.0,265.6,0.3287,0.2948,3.624,3.593,58.8,58.9,1.540,1.542,-6.552,12.178,0.002,1.749,11.435,-1.006,0.950
368,6.992,266.7,0.0,278.3,255.0,0.3119,0.2798,3.438,3.409,56.8,56.8,1.488,1.488,-6.552,11.629,0.001,1.057,11.435,-0.864,0.950
369,7.008,255.6,0.0,266.7,244.4,0.2960,0.2656,3.262,3.234,54.8,54.8,1.436,1.436,-6.552,11.134,0.000,0.453,11.436,-0.755,0.950
370,7.024,244.4,0.0,255.1,233.7,0.2809,0.2520,3.094,3.067,52.9,52.9,1.385,1.384,-6.552,10.695,-0.000,-0.077,11.436,-0.664,0.950
371,7.040,233.3,0.0,243.6,223.1,0.2664,0.2389,2.933,2.906,51.0,50.9,1.335,1.334,-6.552,10.283,-0.001,-0.554,11.435,-0.599,0.950
372,7.056,233.3,0.0,243.2,223.4,0.2542,0.2279,2.798,2.773,49.1,49.0,1.285,1.284,-6.551,9.900,-0.001,-0.991,11.435,-0.544,0.950
373,7.072,233.3,0.0,242.9,223.7,0.2440,0.2189,2.686,2.663,47.3,47.2,1.238,1.236,-6.550,9.588,-0.001,-1.371,11.433,-0.474,0.950
374,7.088,222.2,0.0,231.6,212.8,0.2336,0.2096,2.571,2.549,45.5,45.5,1.192,1.190,-6.549,9.379,-0.002,-1.674,11.432,-0.379,0.950
375,7.104,211.1,0.0,220.3,202.0,0.2230,0.2000,2.455,2.432,43.8,43.8,1.148,1.145,-6.548,9.155,-0.002,-1.941,11.431,-0.334,0.950
376,7.120,200.0,0.0,208.9,191.1,0.2123,0.1901,2.337,2.312,42.2,42.1,1.104,1.102,-6.547,8.905,-0.002,-2.200,11.429,-0.324,0.950
377,7.136,177.8,0.0,186.4,169.2,0.1997,0.1783,2.196,2.167,40.6,40.5,1.062,1.059,-6.546,8.614,-0.002,-2.472,11.427,-0.340,0.950
378,7.152,177.8,0.0,186.0,169.6,0.1890,0.1685,2.078,2.047,39.0,38.8,1.020,1.017,-6.544,8.196,-0.003,-2.809,11.425,-0.420,0.950
379,7.168,166.7,0.0,174.5,158.8,0.1783,0.1586,1.959,1.925,37.4,37.3,0.980,0.976,-6.543,7.818,-0.003,-3.162,11.422,-0.442,0.950
380,7.184,155.6,0.0,163.0,148.1,0.1674,0.1485,1.838,1.801,35.9,35.7,0.940,0.936,-6.541,7.422,-0.004,-3.534,11.419,-0.464,0.950
381,7.200,144.4,0.0,151.4,137.5,0.1565,0.1384,1.717,1.677,34.4,34.3,0.901,0.897,-6.539,6.987,-0.004,-3.930,11.416,-0.499,0.950
382,7.216,144.4,0.0,151.0,137.9,0.1472,0.1300,1.615,1.574,33.0,32.8,0.863,0.858,-6.537,6.554,-0.004,-4.343,11.413,-0.516,0.950
383,7.232,144.4,0.0,150.6,138.3,0.1395,0.1230,1.529,1.490,31.6,31.4,0.826,0.821,-6.534,6.176,-0.005,-4.738,11.409,-0.495,0.950
384,7.248,144.4,0.0,150.3,138.6,0.1329,0.1173,1.458,1.420,30.2,30.0,0.791,0.786,-6.532,5.882,-0.005,-5.087,11.405,-0.436,0.950
385,7.264,144.4,0.0,150.1,138.8,0.1275,0.1125,1.398,1.363,28.9,28.7,0.758,0.752,-6.529,5.668,-0.005,-5.374,11.400,-0.359,0.950
386,7.280,144.4,0.0,150.0,138.9,0.1229,0.1086,1.348,1.316,27.7,27.5,0.725,0.720,-6.527,5.526,-0.006,-5.595,11.396,-0.276,0.950
387,7.296,144.4,0.0,149.9,139.0,0.1190,0.1053,1.307,1.278,26.6,26.3,0.695,0.689,-6.524,5.445,-0.006,-5.751,11.391,-0.196,0.950
388,7.312,144.4,0.0,149.9,139.0,0.1159,0.1026,1.273,1.246,25.5,25.2,0.666,0.660,-6.521,5.412,-0.006,-5.851,11.387,-0.124,0.950
389,7.328,144.4,0.0,149.9,139.0,0.1132,0.1003,1.244,1.219,24.4,24.2,0.639,0.633,-6.519,5.414,-0.006,-5.903,11.382,-0.065,0.950
390,7.344,144.4,0.0,149.9,139.0,0.1109,0.0984,1.221,1.197,23.4,23.2,0.613,0.607,-6.516,5.441,-0.006,-5.918,11.377,-0.018,0.950
391,7.360,122.8,0.0,128.3,117.3,0.1055,0.0933,1.161,1.134,22.5,22.3,0.589,0.583,-6.513,5.482,-0.006,-5.906,11.373,0.015,0.950
392,7.376,104.4,0.0,109.7,99.0,0.0979,0.0859,1.076,1.043,21.6,21.3,0.564,0.558,-6.510,5.356,-0.006,-5.953,11.368,-0.059,0.950
393,7.392,88.7,0.0,93.8,83.6,0.0888,0.0771,0.974,0.934,20.6,20.4,0.540,0.533,-6.508,5.079,-0.006,-6.101,11.363,-0.183,0.950
394,7.408,75.4,0.0,80.1,70.7,0.0790,0.0677,0.865,0.818,19.7,19.4,0.515,0.508,-6.504,4.659,-0.006,-6.366,11.358,-0.332,0.950
395,7.424,64.1,0.0,68.3,59.9,0.0689,0.0581,0.751,0.698,18.7,18.5,0.490,0.483,-6.501,4.169,-0.007,-6.730,11.352,-0.454,0.950
396,7.440,54.5,0.0,58.1,50.9,0.0588,0.0486,0.638,0.580,17.8,17.5,0.465,0.458,-6.498,3.625,-0.007,-7.171,11.347,-0.551,0.950
397,7.456,46.3,0.0,49.4,43.2,0.0490,0.0405,0.528,0.480,16.8,16.5,0.440,0.433,-6.494,3.060,-0.008,-7.664,11.341,-0.617,0.950
398,7.472,39.4,0.0,42.4,36.3,0.0408,0.0337,0.437,0.397,15.9,15.6,0.416,0.408,-6.490,3.035,-0.008,-7.946,11.334,-0.353,0.950
399,7.488,33.5,0.0,36.6,30.3,0.0340,0.0281,0.361,0.328,14.9,14.6,0.391,0.383,-6.487,3.118,-0.008,-8.064,11.328,-0.146,0.950
400,7.504,28.4,0.0,31.7,25.2,0.0283,0.0234,0.299,0.271,14.0,13.7,0.368,0.360,-6.483,3.283,-0.008,-8.052,11.321,0.014,0.950
401,7.520,24.2,0.0,27.7,20.7,0.0236,0.0195,0.247,0.224,13.2,12.9,0.345,0.337,-6.479,3.508,-0.008,-7.943,11.315,0.136,0.950
402,7.536,20.5,0.0,24.3,16.8,0.0197,0.0163,0.203,0.185,12.3,12.0,0.323,0.315,-6.476,3.781,-0.008,-7.758,11.309,0.231,0.950
403,7.552,17.5,0.0,21.5,13.4,0.0164,0.0136,0.168,0.152,11.5,11.3,0.302,0.295,-6.473,4.084,-0.008,-7.519,11.303,0.300,0.950
404,7.568,14.8,0.0,19.3,10.4,0.0137,0.0113,0.138,0.125,10.8,10.5,0.282,0.275,-6.469,4.407,-0.007,-7.239,11.297,0.349,0.950
405,7.584,12.6,0.0,17.4,7.9,0.0114,0.0094,0.114,0.103,10.1,9.8,0.263,0.257,-6.466,4.740,-0.007,-6.933,11.291,0.383,0.950
406,7.600,10.7,0.0,15.8,5.6,0.0095,0.0078,0.093,0.084,9.4,9.1,0.245,0.239,-6.464,5.078,-0.007,-6.611,11.286,0.403,0.950
407,7.616,0.0,0.0,0.0,0.0,0.0079,0.0065,0.077,0.069,8.7,8.5,0.229,0.223,-6.461,5.078,-0.007,-6.611,11.286,0.403,0.950
408,7.632,0.0,0.0,0.0,0.0,0.0066,0.0054,0.063,0.057,8.1,7.9,0.213,0.207,-6.458,5.078,-0.007,-6.611,11.286,0.403,0.950
409,7.648,0.0,0.0,0.0,0.0,0.0055,0.0045,0.051,0.046,7.6,7.4,0.198,0.193,-6.456,5.078,-0.007,-6.611,11.286,0.403,0.950
410,7.664,0.0,0.0,0.0,0.0,0.0046,0.0038,0.042,0.038,7.0,6.8,0.184,0.179,-6.454,5.078,-0.007,-6.611,11.286,0.403,0.950
411,7.680,0.0,0.0,0.0,0.0,0.0038,0.0032,0.034,0.031,6.5,6.4,0.171,0.166,-6.451,5.078,-0.007,-6.611,11.286,0.403,0.950
412,7.696,0.0,0.0,0.0,0.0,0.0032,0.0026,0.028,0.025,6.1,5.9,0.159,0.154,-6.449,5.078,-0.007,-6.611,11.286,0.403,0.950
413,7.712,0.0,0.0,0.0,0.0,0.0026,0.0022,0.022,0.020,5.6,5.5,0.147,0.143,-6.448,5.078,-0.007,-6.611,11.286,0.403,0.950
414,7.728,0.0,0.0,0.0,0.0,0.0022,0.0018,0.018,0.016,5.2,5.1,0.137,0.133,-6.446,5.078,-0.007,-6.611,11.286,0.403,0.950
415,7.744,0.0,0.0,0.0,0.0,0.0018,0.0015,0.014,0.013,4.8,4.7,0.127,0.123,-6.444,5.078,-0.007,-6.611,11.286,0.403,0.950
416,7.760,0.0,0.0,0.0,0.0,0.0015,0.0013,0.012,0.010,4.5,4.4,0.118,0.114,-6.443,5.078,-0.007,-6.611,11.286,0.403,0.950
417,7.776,0.0,0.0,0.0,0.0,0.0013,0.0011,0.009,0.008,4.2,4.1,0.109,0.106,-6.441,5.078,-0.007,-6.611,11.286,0.403,0.950
