frame,sim_time,fwd_cmd,turn_cmd,left_valve_mA,right_valve_mA,left_valve_pos,right_valve_pos,left_flow,right_flow,left_rpm,right_rpm,left_vel,right_vel,heading,pid_out,pid_error,pid_p,pid_i,pid_d,left_eff
418,7.792,0.0,0.0,0.0,0.0,0.0011,0.0009,0.007,0.006,3.9,3.8,0.101,0.098,-6.440,5.078,-0.007,-6.611,11.286,0.403,0.950
419,7.808,0.0,0.0,0.0,0.0,0.0009,0.0007,0.006,0.005,3.6,3.5,0.094,0.091,-6.439,5.078,-0.007,-6.611,11.286,0.403,0.950
420,7.824,0.0,0.0,0.0,0.0,0.0007,0.0006,0.004,0.004,3.3,3.2,0.087,0.085,-6.438,5.078,-0.007,-6.611,11.286,0.403,0.950
421,7.840,0.0,0.0,0.0,0.0,0.0006,0.0005,0.003,0.003,3.1,3.0,0.081,0.078,-6.436,5.078,-0.007,-6.611,11.286,0.403,0.950
422,7.856,0.0,0.0,0.0,0.0,0.0005,0.0004,0.003,0.002,2.9,2.8,0.075,0.073,-6.435,5.078,-0.007,-6.611,11.286,0.403,0.950
423,7.872,0.0,0.0,0.0,0.0,0.0004,0.0004,0.002,0.002,2.6,2.6,0.069,0.067,-6.435,5.078,-0.007,-6.611,11.286,0.403,0.950
424,7.888,0.0,0.0,0.0,0.0,0.0004,0.0003,0.001,0.001,2.4,2.4,0.064,0.062,-6.434,5.078,-0.007,-6.611,11.286,0.403,0.950
425,7.904,0.0,0.0,0.0,0.0,0.0003,0.0002,0.001,0.001,2.3,2.2,0.059,0.058,-6.433,5.078,-0.007,-6.611,11.286,0.403,0.950
426,7.920,0.0,0.0,0.0,0.0,0.0002,0.0002,0.001,0.000,2.1,2.0,0.055,0.053,-6.432,5.078,-0.007,-6.611,11.286,0.403,0.950
427,7.936,0.0,0.0,0.0,0.0,0.0002,0.0002,0.000,0.000,1.9,1.9,0.051,0.049,-6.432,5.078,-0.007,-6.611,11.286,0.403,0.950
428,7.952,0.0,0.0,0.0,0.0,0.0002,0.0001,0.000,0.000,1.8,1.7,0.047,0.046,-6.431,5.078,-0.007,-6.611,11.286,0.403,0.950
429,7.968,0.0,0.0,0.0,0.0,0.0001,0.0001,0.000,0.000,1.7,1.6,0.044,0.042,-6.430,5.078,-0.007,-6.611,11.286,0.403,0.950
430,7.984,0.0,0.0,0.0,0.0,0.0001,0.0001,0.000,0.000,1.5,1.5,0.040,0.039,-6.430,5.078,-0.007,-6.611,11.286,0.403,0.950
431,8.000,0.0,0.0,0.0,0.0,0.0001,0.0001,0.000,0.000,1.4,1.4,0.037,0.036,-6.429,5.078,-0.007,-6.611,11.286,0.403,0.950
432,8.016,0.0,0.0,0.0,0.0,0.0001,0.0001,0.000,0.000,1.3,1.3,0.035,0.034,-6.429,5.078,-0.007,-6.611,11.286,0.403,0.950
433,8.032,0.0,0.0,0.0,0.0,0.0001,0.0001,0.000,0.000,1.2,1.2,0.032,0.031,-6.428,5.078,-0.007,-6.611,11.286,0.403,0.950
434,8.048,0.0,0.0,0.0,0.0,0.0001,0.0000,0.000,0.000,1.1,1.1,0.030,0.029,-6.428,5.078,-0.007,-6.611,11.286,0.403,0.950
435,8.064,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,1.1,1.0,0.027,0.027,-6.428,5.078,-0.007,-6.611,11.286,0.403,0.950
436,8.080,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,1.0,0.9,0.025,0.025,-6.427,5.078,-0.007,-6.611,11.286,0.403,0.950
437,8.096,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.9,0.9,0.024,0.023,-6.427,5.078,-0.007,-6.611,11.286,0.403,0.950
438,8.112,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.8,0.8,0.022,0.021,-6.427,5.078,-0.007,-6.611,11.286,0.403,0.950
439,8.128,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.8,0.7,0.020,0.020,-6.426,5.078,-0.007,-6.611,11.286,0.403,0.950
440,8.144,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.7,0.7,0.019,0.018,-6.426,5.078,-0.007,-6.611,11.286,0.403,0.950
441,8.160,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.7,0.6,0.017,0.017,-6.426,5.078,-0.007,-6.611,11.286,0.403,0.950
442,8.176,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.6,0.6,0.016,0.016,-6.426,5.078,-0.007,-6.611,11.286,0.403,0.950
443,8.192,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.6,0.6,0.015,0.014,-6.426,5.078,-0.007,-6.611,11.286,0.403,0.950
444,8.208,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.5,0.5,0.014,0.013,-6.425,5.078,-0.007,-6.611,11.286,0.403,0.950
445,8.224,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.5,0.5,0.013,0.012,-6.425,5.078,-0.007,-6.611,11.286,0.403,0.950
446,8.240,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.5,0.4,0.012,0.011,-6.425,5.078,-0.007,-6.611,11.286,0.403,0.950
447,8.256,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.4,0.4,0.011,0.011,-6.425,5.078,-0.007,-6.611,11.286,0.403,0.950
448,8.272,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.4,0.4,0.010,0.010,-6.425,5.078,-0.007,-6.611,11.286,0.403,0.950
449,8.288,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.4,0.3,0.009,0.009,-6.425,5.078,-0.007,-6.611,11.286,0.403,0.950
450,8.304,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.3,0.3,0.009,0.008,-6.425,5.078,-0.007,-6.611,11.286,0.403,0.950
451,8.320,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.3,0.3,0.008,0.008,-6.424,5.078,-0.007,-6.611,11.286,0.403,0.950
452,8.336,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.3,0.3,0.007,0.007,-6.424,5.078,-0.007,-6.611,11.286,0.403,0.950
453,8.352,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.3,0.3,0.007,0.007,-6.424,5.078,-0.007,-6.611,11.286,0.403,0.950
454,8.368,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.2,0.2,0.006,0.006,-6.424,5.078,-0.007,-6.611,11.286,0.403,0.950
455,8.384,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.2,0.2,0.006,0.006,-6.424,5.078,-0.007,-6.611,11.286,0.403,0.950
456,8.400,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.2,0.2,0.005,0.005,-6.424,5.078,-0.007,-6.611,11.286,0.403,0.950
457,8.416,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.2,0.2,0.005,0.005,-6.424,5.078,-0.007,-6.611,11.286,0.403,0.950
458,8.432,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.2,0.2,0.005,0.005,-6.424,5.078,-0.007,-6.611,11.286,0.403,0.950
459,8.448,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.2,0.2,0.004,0.004,-6.424,5.078,-0.007,-6.611,11.286,0.403,0.950
460,8.464,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.2,0.1,0.004,0.004,-6.424,5.078,-0.007,-6.611,11.286,0.403,0.950
461,8.480,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.1,0.1,0.004,0.004,-6.424,5.078,-0.007,-6.611,11.286,0.403,0.950
462,8.496,0.0,0.0,0.0,0.0,0.0000,0.0000,0.000,0.000,0.1,0.1,0.003,0.003,-6.424,5.078,-0.007,-6.611,11.286,0.403,0.950
